Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-08-02 00:00:00+05:30,669.2850952148438,671.7731438959398,664.1199037231532,669.2850952148438,6222180,0.0,0.0
2024-08-05 00:00:00+05:30,661.8209553024126,661.8209553024126,650.1370883066907,656.5164184570312,9440410,0.0,0.0
2024-08-06 00:00:00+05:30,659.4324031633392,666.4984979175011,648.0371887118212,650.7093505859375,8918280,0.0,0.0
2024-08-07 00:00:00+05:30,656.8448472164708,662.7514723143568,654.9638678483045,660.5421142578125,4642840,0.0,0.0
2024-08-08 00:00:00+05:30,659.3378524910587,664.6125033146595,653.9935290182418,655.0733032226562,6903890,0.0,0.0
2024-08-09 00:00:00+05:30,666.7970155467098,666.7970155467098,655.949099503899,658.6561279296875,6994900,0.0,0.0
2024-08-12 00:00:00+05:30,658.7456809677052,661.3233260763367,653.2670537665081,657.6559448242188,6748870,0.0,0.0
2024-08-13 00:00:00+05:30,661.3183562044424,661.3183562044424,642.135476641805,643.4143676757812,10723270,0.0,0.0
2024-08-14 00:00:00+05:30,645.1510021257643,645.8924357492618,640.0206167545856,642.762451171875,7742760,0.0,0.0
2024-08-16 00:00:00+05:30,647.3902472475191,656.8448319498273,639.4284917087333,655.939208984375,7534190,0.0,0.0
2024-08-19 00:00:00+05:30,660.6266741903944,662.4180570935576,656.2078972994581,658.4720458984375,5287300,0.0,0.0
2024-08-20 00:00:00+05:30,661.557205473122,674.1517371305665,658.472049387072,669.0064086914062,9571590,0.0,0.0
2024-08-21 00:00:00+05:30,668.9815644272427,671.504419077354,666.2994406443311,670.3151245117188,6331110,0.0,0.0
2024-08-22 00:00:00+05:30,671.7731244559321,673.2659536213897,669.1756162864457,671.1361694335938,7282600,0.0,0.0
2024-08-23 00:00:00+05:30,672.2707526184493,672.9674183967808,667.2896743069357,670.3649291992188,6180450,0.0,0.0
2024-08-26 00:00:00+05:30,674.3606817541378,678.6401740265555,672.3752237910388,674.5946044921875,8983430,0.0,0.0
2024-08-27 00:00:00+05:30,674.5945871548513,684.0491717812408,669.7826793221217,683.0787963867188,20359020,0.0,0.0
2024-08-28 00:00:00+05:30,684.3128650538731,688.3933012182514,681.9243748354954,686.701416015625,8489860,0.0,0.0
2024-08-29 00:00:00+05:30,685.6116797579643,712.3780653805918,684.8652651754735,702.9782104492188,26391590,0.0,0.0
2024-08-30 00:00:00+05:30,703.724620072693,718.0558042528779,703.724620072693,716.5729370117188,20443670,0.0,0.0
2024-09-02 00:00:00+05:30,723.9226428716993,741.4384806679826,719.4441554045773,740.4482421875,22963780,0.0,0.0
2024-09-03 00:00:00+05:30,742.4337279119184,742.4337279119184,717.1650908781681,731.864501953125,18986560,0.0,0.0
2024-09-04 00:00:00+05:30,722.0267295636469,734.1733999513934,721.0613958545745,726.46044921875,8867460,0.0,0.0
2024-09-05 00:00:00+05:30,728.5006582957907,729.1624573814083,715.8613587695792,721.0265502929688,6734470,0.0,0.0
